ENROLL,NAME,YRDATA,TOTALREV,TFEDREV,TSTREV,TLOCREV,TOTALEXP,TCURINST,TCURSSVC,TCURONON,TCAPOUT
2242,RANDOLPH COUNTY SCHOOL DISTRICT,1995,9605,876,7248,1481,10048,5585,3292,941,227
1582,ROANOKE CITY SCHOOL DISTRICT,1995,8669,599,4166,3904,8657,3268,1284,598,3507
4883,PHENIX CITY SCHOOL DISTRICT,1995,25184,3999,15515,5670,23887,12789,6720,2986,822
3707,RUSSELL COUNTY SCHOOL DISTRICT,1995,16001,1967,10765,3269,15728,8722,4476,1609,447
6275,ST CLAIR COUNTY SCHOOL DISTRICT,1995,24526,2280,17645,4601,23949,13649,5592,2348,1956
3439,PELL CITY SCHOOL DIST,1995,14499,1546,9904,3049,14008,7804,3650,1646,655
17773,SHELBY COUNTY SCHOOL DISTRICT,1995,83868,4379,50883,28606,88931,44718,20626,9174,10692
2866,SUMTER COUNTY SCHOOL DISTRICT,1995,14885,2503,9819,2563,14601,8191,3785,1805,411
2579,SYLACAUGA CITY SCHOOL DISTRICT,1995,12133,916,7607,3610,11390,6552,3270,1265,270
3639,TALLADEGA CITY SCHOOL DISTRICT,1995,16324,1926,11121,3277,15428,9067,4146,1710,368
7816,TALLADEGA COUNTY SCHOOL DISTRICT,1995,35390,3792,23750,7848,35278,18386,9874,3364,3302
3300,TALLAPOOSA COUNTY SCHOOL DISTRICT,1995,13973,1355,9805,2813,13395,8331,3149,1441,131
3788,ALEXANDER CITY SCHOOL DISTRICT,1995,17017,944,11111,4962,17072,9235,4566,1013,1784
10314,TUSCALOOSA CITY SCHOOL DISTRICT,1995,56718,5438,32003,19277,54456,30732,15023,5209,2298
14785,TUSCALOOSA COUNTY SCHOOL DISTRICT,1995,65611,5339,46387,13885,62857,38680,15893,5948,1505
2571,JASPER CITY SCHOOL DISTRICT,1995,14473,724,8153,5596,14583,7621,3901,1042,1877
9192,WALKER COUNTY SCHOOL DISTRICT,1995,43033,4838,27723,10472,42169,23158,11043,4430,2936
3755,WASHINGTON COUNTY SCHOOL DISTRICT,1995,16095,1745,11015,3335,16298,9589,4729,1736,230
2803,WILCOX COUNTY SCHOOL DISTRICT,1995,13808,2739,8911,2158,13595,7058,4014,1706,331
2722,WINSTON COUNTY SCHOOL DISTRICT,1995,12833,970,9197,2666,12184,6737,3849,1192,195
1783,HALEYVILLE CITY SCHOOL DISTRICT,1995,7069,526,5040,1503,7123,4147,1439,1016,365
9652,AUTAUGA COUNTY SCHOOL DISTRICT ,2007,72861,5764,50400,16697,73885,41292,21824,5343,3733
26286,BALDWIN COUNTY SCHOOL DISTRICT,2007,272334,16970,125762,129602,337692,139345,88084,15183,88494
1211,BARBOUR COUNTY SCHOOL DISTRICT,2007,11427,2424,6874,2129,10975,5680,4189,916,59
2846,EUFAULA CITY SCHOOL DISTRICT,2007,24423,2849,15045,6529,24898,14260,7616,2245,733
3506,BIBB COUNTY SCHOOL DISTRICT,2007,30744,3678,21994,5072,31117,16247,9551,3123,1382
8189,BLOUNT COUNTY SCHOOL DISTRICT,2007,64841,5838,46770,12233,65007,34916,18884,5340,5337
1424,ONEONTA CITY SCHOOL DISTRICT,2007,12642,659,7648,4335,15882,6434,2999,1387,4794
1696,BULLOCK COUNTY SCHOOL DISTRICT,2007,16656,2875,10557,3224,16695,7659,5912,1296,1624
3429,BUTLER COUNTY SCHOOL DISTRICT,2007,31798,5425,20830,5543,31272,16806,9823,2669,1294
2465,ANNISTON CITY SCHOOL DISTRICT,2007,22464,4253,12893,5318,22927,11600,8259,2145,879
9121,CALHOUN COUNTY SCHOOL DISTRICT,2007,75970,7564,52650,15756,83353,42263,27551,5994,7434
1694,JACKSONVILLE CITY SCHOOL DISTRICT,2007,13360,930,9150,3280,13119,7842,3702,913,529
1037,PIEDMONT CITY SCHOOL DISTRICT,2007,8652,1163,5722,1767,8407,4856,2490,693,292
3942,OXFORD CITY SCHOOL DISTRICT,2007,36502,2553,22024,11925,37403,20145,10573,2500,2999
4245,CHAMBERS COUNTY SCHOOL DISTRICT,2007,36163,4315,23398,8450,36187,18503,11606,2895,2314
972,LANETT CITY SCHOOL DISTRICT,2007,8902,1259,5793,1850,8493,4791,2670,756,197
4158,CHEROKEE COUNTY SCHOOL DISTRICT,2007,36886,3436,24510,8940,37222,20187,11820,3129,1892
7453,CHILTON COUNTY SCHOOL DISTRICT,2007,59691,7038,41177,11476,58295,33357,17704,5058,1508
2035,CHOCTAW COUNTY SCHOOL DISTRICT,2007,20426,3157,11114,6155,20549,8770,7163,1755,1757
3456,CLARKE COUNTY SCHOOL DISTRICT,2007,30444,4437,20229,5778,34173,15736,10519,2917,4361
1594,THOMASVILLE CITY SCHOOL DISTRICT,2007,13255,1465,9062,2728,13145,7890,4077,937,60
2135,CLAY COUNTY SCHOOL DISTRICT,2007,18034,1643,12805,3586,17250,9801,5206,1649,326
2703,CLEBURNE COUNTY SCHOOL DISTRICT,2007,22547,2365,16270,3912,21848,11743,6590,1963,1478
2036,COFFEE COUNTY SCHOOL DISTRICT,2007,18817,1827,12304,4686,18826,9250,5382,1244,2810
874,ELBA CITY SCHOOL DISTRICT,2007,8276,1180,5251,1845,8741,4873,2783,841,238
5913,ENTERPRISE CITY SCHOOL DISTRICT,2007,103864,4863,64656,34345,57412,28285,17112,3851,7753
3023,COLBERT COUNTY SCHOOL DISTRICT,2007,30621,2958,17757,9906,30215,15498,11128,3060,345
1228,SHEFFIELD CITY SCHOOL DISTRICT,2007,12524,1723,6876,3925,12628,7374,4321,907,0
1504,TUSCUMBIA CITY SCHOOL DISTRICT,2007,14195,1116,8518,4561,14616,7183,4900,1098,1297
2662,MUSCLE SHOALS SCHOOL DISTRICT,2007,24149,1080,14095,8974,24798,13696,8119,2078,841
1824,CONECUH COUNTY SCHOOL DISTRICT,2007,18944,3229,11310,4405,17698,9226,5634,1900,576
1402,COOSA COUNTY SCHOOL DISTRICT,2007,13555,1743,8624,3188,13256,6458,4558,999,1011
1669,ANDALUSIA CITY SCHOOL DISTRICT,2007,15366,1632,8982,4752,14450,8645,4275,1094,291
3169,COVINGTON COUNTY SCHOOL DISTRICT,2007,30068,3146,19356,7566,28290,15569,8952,2671,847
1412,OPP CITY SCHOOL DISTRICT,2007,11902,1158,7854,2890,11441,6407,3514,987,153
2518,CRENSHAW COUNTY SCHOOL DISTRICT,2007,20076,2547,13982,3547,20053,11421,6430,1572,494
2719,CULLMAN CITY SCHOOL DISTRICT,2007,26006,2506,12870,10630,25570,15746,6870,1860,893
10035,CULLMAN COUNTY SCHOOL DISTRICT,2007,84757,8066,57511,19180,85250,46031,27293,7076,3937
2912,DALE COUNTY SCHOOL DISTRICT,2007,25093,2364,16716,6013,24074,12914,7378,2051,794
2627,OZARK CITY SCHOOL DISTRICT,2007,22464,2853,15160,4451,22705,12322,7798,1841,683
1387,DALEVILLE CITY SCHOOL DISTRICT,2007,12035,1829,8181,2025,11502,6509,3709,926,238
4351,DALLAS COUNTY SCHOOL DISTRICT,2007,38344,6028,27524,4792,36597,18842,13593,3270,442
4160,SELMA CITY SCHOOL DISTRICT,2007,34522,6290,22439,5793,35065,19676,10955,3427,787
8668,DE KALB COUNTY SCHOOL DISTRICT,2007,76329,9184,51005,16140,75154,43099,22392,5958,3222
2877,FORT PAYNE CITY SCHOOL DISTRICT,2007,24372,2116,15350,6906,22312,12734,5966,2434,536
10662,ELMORE COUNTY SCHOOL DISTRICT,2007,110937,8900,58525,43512,94907,47664,27687,6748,10662
1958,TALLASSEE CITY SCHOOL DISTRICT,2007,14760,1331,10318,3111,14984,9256,3591,1442,591
1321,BREWTON CITY SCHOOL DISTRICT,2007,13172,924,7482,4766,12069,7029,3403,452,916
4508,ESCAMBIA COUNTY SCHOOL DISTRICT,2007,43444,5800,26368,11276,41191,22080,14689,3145,846
1721,ATTALLA CITY SCHOOL DISTRICT,2007,15342,1643,10792,2907,15286,8682,4575,1174,329
9084,ETOWAH COUNTY BOARD OF EDUCATION,2007,75178,6174,51603,17401,75547,40639,21913,5431,5666
5448,GADSDEN CITY SCHOOL DISTRICT,2007,51184,8954,29170,13060,51286,27911,16629,4448,1133
2518,FAYETTE COUNTY SCHOOL DISTRICT,2007,22648,2292,15545,4811,23492,12124,7344,2141,1740
3156,FRANKLIN COUNTY SCHOOL DISTRICT,2007,31044,4229,19571,7244,36582,15946,9305,3594,6986
2387,RUSSELLVILLE CITY SCHOOLS,2007,20758,2040,12953,5765,21283,12438,5722,1924,349
2728,GENEVA COUNTY SCHOOL DISTRICT,2007,22626,2813,15718,4095,21501,11376,7299,2197,375
1274,GENEVA CITY SCHOOL DIST,2007,11085,1161,7325,2599,10712,6579,2948,816,184
1490,GREENE COUNTY SCHOOL DISTRICT,2007,16496,3087,9826,3583,17283,7575,5658,1280,2655
3206,HALE COUNTY SCHOOL DISTRICT,2007,28125,4434,19294,4397,27327,15436,8345,2725,575
2754,HENRY COUNTY SCHOOL DISTRICT,2007,23374,2715,15836,4823,25585,12395,7164,2199,3256
8915,DOTHAN CITY SCHOOL DISTRICT,2007,78414,11288,47830,19296,79604,45534,26266,5615,1572
6347,HOUSTON COUNTY SCHOOL DISTRICT,2007,50757,5058,31812,13887,50335,27583,14824,4149,3363
6070,JACKSON COUNTY SCHOOL DISTRICT,2007,56862,5284,37796,13782,57081,27810,19109,4815,5301
2650,SCOTTSBORO CITY SCHOOL DISTRICT,2007,27627,2067,15648,9912,27928,13377,8646,2312,1730
4136,BESSEMER CITY SCHOOL DISTRICT,2007,41718,6218,22304,13196,41032,19830,12756,3206,4493
29435,BIRMINGHAM CITY SCHOOL DISTRICT,2007,324553,39973,159702,124878,326867,148536,119821,27050,29846
2362,FAIRFIELD CITY SCHOOL DISTRICT,2007,19757,2349,12432,4976,25861,9888,6254,1494,8030
36290,JEFFERSON COUNTY BOARD OF EDUCATION,2007,342621,23960,193051,125610,362394,175621,94665,41237,43972
1409,TARRANT CITY SCHOOL DISTRICT,2007,28057,1733,7382,18942,13202,7590,4224,1114,97
1395,LEEDS CITY SCHOOL DISTRICT,2007,26180,1232,7307,17641,14736,6630,4349,885,2669
4083,TRUSSVILLE CITY SCHOOL DISTRICT,2007,40914,890,21160,18864,81048,20225,12193,2576,45572
12039,HOOVER CITY SCHOOL DISTRICT,2007,151164,3658,57373,90133,163936,77180,47168,11121,18712
4304,MOUNTAIN BROOK CITY SCHOOL DISTRICT,2007,56332,796,19250,36286,66674,31362,15481,3370,14240
3340,HOMEWOOD CITY SCHOOL DIST,2007,77128,1239,13822,62067,46185,24157,12612,2526,5281
1186,MIDFIELD CITY SCHOOL DIST,2007,11077,1403,6625,3049,10642,5492,3732,1123,195
5834,VESTAVIA HILLS CITY SCHOOL DISTRICT,2007,66068,1289,26549,38230,67603,35520,16964,3260,11504
2375,LAMAR COUNTY SCHOOL DISTRICT,2007,20457,2061,14465,3931,20241,10484,6689,2274,322
4042,FLORENCE CITY SCHOOL DISTRICT,2007,44438,5947,21229,17262,45592,25672,14344,2799,2293
8895,LAUDERDALE COUNTY SCHOOL DISTRICT,2007,73864,5603,49434,18827,76469,43918,22195,5654,4374
5521,LAWRENCE COUNTY SCHOOL DISTRICT,2007,50447,5380,33191,11876,49596,27943,15550,4265,1074
9967,LEE COUNTY SCHOOL DISTRICT,2007,86173,5556,52081,28536,85299,49283,22434,6247,5113
4275,OPELIKA CITY SCHS,2007,44160,4557,22913,16690,43063,23489,12792,3799,1748
5519,AUBURN CITY SCHOOL DIST,2007,60805,3229,27395,30181,71337,31891,18430,3448,14562
2873,ATHENS CITY SCHOOL DISTRICT,2007,32660,2328,14871,15461,33388,18092,8254,2117,3971
8477,LIMESTONE COUNTY SCHOOL DISTRICT,2007,76518,4966,47908,23644,73306,44397,20549,5022,2159
2159,LOWNDES COUNTY SCHOOL DISTRICT,2007,23428,5749,13639,4040,23149,11914,7968,2303,432
3210,MACON COUNTY SCHOOL DISTRICT,2007,30920,5121,20300,5499,31041,14494,11260,2456,1023
23065,HUNTSVILLE CITY SCHOOL DISTRICT,2007,226955,19326,113708,93921,224750,127911,74364,13408,8462
18754,MADISON COUNTY SCHOOL DISTRICT,2007,166700,10124,101826,54750,162701,84482,49555,12249,11744
8056,MADISON CITY SCHOOL DISTRICT,2007,75560,3040,42749,29771,72819,38868,22223,4596,3774
2461,DEMOPOLIS CITY SCHOOL DISTRICT,2007,20390,2501,12747,5142,19908,11457,5180,2052,1215
1521,MARENGO COUNTY SCHOOL DISTRICT,2007,15036,2400,9529,3107,15246,7872,5100,1415,663
517,LINDEN CITY SCHOOL DIST,2007,6090,1378,3534,1178,6781,3413,2251,711,366
3732,MARION COUNTY SCHOOL DISTRICT,2007,31384,3219,21999,6166,32725,17817,9040,2724,3015
1296,WINFIELD CITY SCHOOL DISTRICT,2007,11824,985,7720,3119,11890,6344,3277,1244,802
5562,MARSHALL COUNTY SCHOOL DISTRICT,2007,51251,6157,32991,12103,48036,25109,16045,5029,952
2179,BOAZ CITY SCHOOL DISTRICT,2007,21713,2168,12520,7025,22270,10186,6181,2216,2651
3747,ALBERTVILLE CITY SCHOOL DISTRICT,2007,33690,3660,20466,9564,32760,17932,9321,2853,2495
2492,ARAB CITY SCHOOL DISTRICT,2007,21205,1164,14059,5982,20370,12313,6102,1537,417
1894,GUNTERSVILLE CITY SCHOOL DIST,2007,18050,1290,10271,6489,19250,9446,5695,1768,2140
65097,MOBILE COUNTY SCHOOL DISTRICT,2007,580429,80697,343347,156385,606687,300872,211351,39367,39382
4361,MONROE COUNTY SCHOOL DISTRICT,2007,36731,4991,25300,6440,37675,20884,11260,3597,1884
31867,MONTGOMERY COUNTY SCHOOL DISTRICT,2007,274762,36787,168288,69687,280949,143533,94852,21597,17938
8965,DECATUR CITY SCHOOL DISTRICT,2007,91418,7304,45255,38859,92638,49955,25973,5952,9075
7836,MORGAN COUNTY SCHOOL DISTRICT,2007,75083,5424,41061,28598,70898,39203,23343,5396,1344
3153,HARTSELLE CITY SCHOOL DISTRICT,2007,27895,1289,17290,9316,25341,15574,7159,1660,420
2022,PERRY COUNTY SCHOOL DISTRICT,2007,18313,4013,11996,2304,18671,10228,5764,1960,310
3101,PICKENS COUNTY SCHOOL DISTRICT,2007,27989,3883,19579,4527,28847,15389,9276,2373,1739
2207,PIKE COUNTY SCHOOL DISTRICT,2007,22171,3733,13095,5343,22339,11390,8284,1589,863
2350,TROY CITY SCHOOL DISTRICT,2007,20346,2157,12103,6086,19078,11453,5490,1520,155
2289,RANDOLPH COUNTY SCHOOL DISTRICT,2007,19921,2216,13147,4558,20688,10981,6262,1360,2034
1492,ROANOKE CITY SCHOOL DISTRICT,2007,12097,1512,7847,2738,12182,7143,3485,1032,434
5601,PHENIX CITY SCHOOL DISTRICT,2007,51870,7524,30465,13881,58743,28410,15017,4897,9515
3594,RUSSELL COUNTY SCHOOL DISTRICT,2007,33089,3655,21412,8022,34675,16318,10554,2826,3910
8195,ST CLAIR COUNTY SCHOOL DISTRICT,2007,66401,5215,44735,16451,68071,36656,16635,5787,7340
4129,PELL CITY SCHOOL DIST,2007,34245,3330,22603,8312,36976,18922,9935,2594,4159
25635,SHELBY COUNTY SCHOOL DISTRICT,2007,254147,12705,131346,110096,277296,133985,74728,19917,39974
2416,SUMTER COUNTY SCHOOL DISTRICT,2007,23021,4379,14642,4000,23381,11369,8413,2189,812
2466,SYLACAUGA CITY SCHOOL DISTRICT,2007,22210,2176,13528,6506,23318,12631,6262,1526,2666
2606,TALLADEGA CITY SCHOOL DISTRICT,2007,24602,2811,16250,5541,23680,13333,7784,2053,424
7954,TALLADEGA COUNTY SCHOOL DISTRICT,2007,72239,7964,42752,21523,73786,33314,25957,6209,5743
3186,TALLAPOOSA COUNTY SCHOOL DISTRICT,2007,29805,3583,17506,8716,31424,16576,9084,2758,2655
3550,ALEXANDER CITY SCHOOL DISTRICT,2007,31004,2345,19357,9302,31194,18734,8760,1645,1264
10338,TUSCALOOSA CITY SCHOOL DISTRICT,2007,112977,10821,54585,47571,105168,51397,32434,7023,11190
16712,TUSCALOOSA COUNTY SCHOOL DISTRICT,2007,155965,11940,89802,54223,173974,78243,40332,13401,39727
2749,JASPER CITY SCHOOL DISTRICT,2007,25821,1827,14683,9311,25000,14461,8195,1741,563
8288,WALKER COUNTY SCHOOL DISTRICT,2007,77315,8638,48375,20302,83000,43242,25953,6227,6193
3606,WASHINGTON COUNTY SCHOOL DISTRICT,2007,30565,3598,19188,7779,31035,17014,9436,2630,1858
2237,WILCOX COUNTY SCHOOL DISTRICT,2007,24295,4142,13789,6364,22938,10670,7673,1831,2067
2770,WINSTON COUNTY SCHOOL DISTRICT,2007,27615,2514,17710,7391,25840,12759,9091,2506,1072
1683,HALEYVILLE CITY SCHOOL DISTRICT,2007,14278,1558,9001,3719,14370,8754,3459,1208,835
9559,AUTAUGA COUNTY SCHOOL DISTRICT,2006,65282,5998,43433,15851,66157,37502,18132,5030,3249
25958,BALDWIN COUNTY SCHOOL DISTRICT,2006,234316,20180,105214,108922,244873,125561,78036,13879,22751
1207,BARBOUR COUNTY SCHOOL DISTRICT,2006,10772,2668,6484,1620,11341,5878,4154,929,248
2948,EUFAULA CITY SCHOOL DISTRICT,2006,22690,2893,13548,6249,22704,13085,6713,1962,930
3533,BIBB COUNTY SCHOOL DISTRICT,2006,28238,4089,20057,4092,27980,15009,8652,2828,1224
7917,BLOUNT COUNTY SCHOOL DISTRICT,2006,56543,5720,39874,10949,58665,31257,17080,4720,5066
1425,ONEONTA CITY SCHOOL DISTRICT,2006,14136,734,6718,6684,10675,5875,3071,1008,491
1807,BULLOCK COUNTY SCHOOL DISTRICT,2006,14100,2633,9503,1964,14957,7541,5090,1308,881
3503,BUTLER COUNTY SCHOOL DISTRICT,2006,29409,5949,18830,4630,28912,16026,8679,2782,1021
2534,ANNISTON CITY SCHOOL DISTRICT,2006,23932,4419,11502,8011,25591,10944,8321,1970,4320
9090,CALHOUN COUNTY SCHOOL DISTRICT,2006,68886,7066,47097,14723,72035,36963,24421,5263,5362
1685,JACKSONVILLE CITY SCHOOL DISTRICT,2006,12084,962,8284,2838,11712,7222,3479,874,0
1036,PIEDMONT CITY SCHOOL DISTRICT,2006,7893,1201,5060,1632,7822,4494,2343,627,277
4013,OXFORD CITY SCHOOL DISTRICT,2006,31807,2523,19234,10050,38765,18636,9619,2155,7065
4325,CHAMBERS COUNTY SCHOOL DISTRICT,2006,33173,4550,20568,8055,36272,16828,10657,2714,5230
1002,LANETT CITY SCHOOL DISTRICT,2006,8123,1455,5085,1583,8217,4658,2625,762,101
4196,CHEROKEE COUNTY SCHOOL DISTRICT,2006,33462,3586,21599,8277,34974,18532,10861,2946,2463
7276,CHILTON COUNTY SCHOOL DISTRICT,2006,54053,7362,36085,10606,53404,30712,16320,4627,1130
2046,CHOCTAW COUNTY SCHOOL DISTRICT,2006,18478,3390,10110,4978,19475,8281,6895,1806,1445
3527,CLARKE COUNTY SCHOOL DISTRICT,2006,29802,4754,18042,7006,33139,15067,9696,2792,5241
1624,THOMASVILLE CITY SCHOOL DISTRICT,2006,12508,1556,8402,2550,12577,7587,3583,905,400
2111,CLAY COUNTY SCHOOL DISTRICT,2006,16518,1770,11448,3300,15628,9120,4605,1589,100
2894,CLEBURNE COUNTY SCHOOL DISTRICT,2006,19275,2390,13697,3188,19069,10805,5864,1839,460
2002,COFFEE COUNTY SCHOOL DISTRICT,2006,16441,1890,10432,4119,16371,8300,4730,1171,2069
906,ELBA CITY SCHOOL DISTRICT,2006,7768,1264,4765,1739,8053,4493,2623,721,215
5801,ENTERPRISE CITY SCHOOL DISTRICT,2006,45452,4566,28242,12644,52478,25365,13798,3071,10018
3104,COLBERT COUNTY SCHOOL DISTRICT,2006,28539,2941,16501,9097,28460,14526,10451,2757,534
1261,SHEFFIELD CITY SCHOOL DISTRICT,2006,12444,1930,6241,4273,12494,7129,4046,918,389
1542,TUSCUMBIA CITY SCHOOL DISTRICT,2006,12635,1181,7437,4017,12891,6732,4453,1019,544
2620,MUSCLE SHOALS SCHOOL DISTRICT,2006,21388,1017,12481,7890,22936,12663,7126,1863,1268
1829,CONECUH COUNTY SCHOOL DISTRICT,2006,17215,3193,9755,4267,16397,8325,5150,1892,692
1497,COOSA COUNTY SCHOOL DISTRICT,2006,12195,1858,8022,2315,11875,6268,4357,944,78
1703,ANDALUSIA CITY SCHOOL DISTRICT,2006,14514,1589,7900,5025,14294,7605,3993,1111,1450
3192,COVINGTON COUNTY SCHOOL DISTRICT,2006,27361,3256,16184,7921,32140,13993,8106,2275,7508
1396,OPP CITY SCHOOL DISTRICT,2006,11435,1159,7057,3219,11269,5928,3302,958,996
2352,CRENSHAW COUNTY SCHOOL DISTRICT,2006,19111,2412,12510,4189,18804,10198,5726,1540,1202
2759,CULLMAN CITY SCHOOL DISTRICT,2006,23934,2577,11439,9918,23588,14458,6800,1679,467
9905,CULLMAN COUNTY SCHOOL DISTRICT,2006,75055,8435,50427,16193,84231,41032,25433,6214,10593
2841,DALE COUNTY SCHOOL DISTRICT,2006,22415,2448,14299,5668,21607,12110,7007,1829,242
2611,OZARK CITY SCHOOL DISTRICT,2006,21536,3003,13847,4686,21992,11538,7164,1608,1606
1449,DALEVILLE CITY SCHOOL DISTRICT,2006,11106,1860,7326,1920,10886,6120,3605,862,180
4389,DALLAS COUNTY SCHOOL DISTRICT,2006,36329,6412,23996,5921,35766,17612,12748,3151,1824
4260,SELMA CITY SCHOOL DISTRICT,2006,32189,6249,20185,5755,33299,18481,10112,3317,1231
8687,DE KALB COUNTY SCHOOL DISTRICT,2006,67914,8826,44686,14402,67418,39053,20351,4788,2921
2820,FORT PAYNE CITY SCHOOL DISTRICT,2006,21804,2293,13127,6384,20632,11482,5581,2286,637
10492,ELMORE COUNTY SCHOOL DISTRICT,2006,75074,7081,51294,16699,85092,42235,22393,5663,13425
1873,TALLASSEE CITY SCHOOL DISTRICT,2006,12864,1338,8869,2657,13146,8209,3288,1303,252
1392,BREWTON CITY SCHOOL DISTRICT,2006,11361,916,6479,3966,11183,6142,3374,453,981
4495,ESCAMBIA COUNTY SCHOOL DISTRICT,2006,40646,6500,23106,11040,39266,20983,13777,2787,1335
1766,ATTALLA CITY SCHOOL DISTRICT,2006,14218,1708,9722,2788,14292,8063,4329,1165,304
9053,ETOWAH COUNTY BOARD OF EDUCATION,2006,69781,6308,45850,17623,86227,37235,19356,4835,22906
5341,GADSDEN CITY SCHOOL DISTRICT,2006,54787,8225,25283,21279,67652,25364,15662,3919,21567
2581,FAYETTE COUNTY SCHOOL DISTRICT,2006,20847,2360,13962,4525,20014,10999,6512,1931,445
3090,FRANKLIN COUNTY SCHOOL DISTRICT,2006,27657,3899,16893,6865,31925,14220,8465,2925,5758
2428,RUSSELLVILLE CITY SCHOOLS,2006,19120,2031,11635,5454,19476,11178,5137,1706,626
2658,GENEVA COUNTY SCHOOL DISTRICT,2006,20439,2966,13767,3706,20187,10605,6421,1980,943
1270,GENEVA CITY SCHOOL DIST,2006,9942,1132,6523,2287,11242,5942,2732,693,1731
1583,GREENE COUNTY SCHOOL DISTRICT,2006,14724,2908,8188,3628,14438,7208,5263,1229,633
3198,HALE COUNTY SCHOOL DISTRICT,2006,25519,4697,17016,3806,25177,14038,7823,2644,432
2739,HENRY COUNTY SCHOOL DISTRICT,2006,22104,2820,13965,5319,23671,11900,6593,2098,2560
8815,DOTHAN CITY SCHOOL DISTRICT,2006,69635,11027,40344,18264,71792,40451,23643,5372,1816
6359,HOUSTON COUNTY SCHOOL DISTRICT,2006,46210,4688,28370,13152,45070,25236,13347,3697,2444
5991,JACKSON COUNTY SCHOOL DISTRICT,2006,51885,5599,33076,13210,50917,25657,17025,4621,3539
2717,SCOTTSBORO CITY SCHOOL DISTRICT,2006,25772,2035,14200,9537,26365,12836,8208,2218,1477
4191,BESSEMER CITY SCHOOL DISTRICT,2006,36610,6770,18894,10946,35158,18089,13157,2940,225
30959,BIRMINGHAM CITY SCHOOL DISTRICT,2006,332468,47478,144294,140696,351163,143983,114417,23355,67752
2354,FAIRFIELD CITY SCHOOL DISTRICT,2006,17929,2680,11045,4204,17301,9773,5788,1505,33
35834,JEFFERSON COUNTY BOARD OF EDUCATION,2006,306247,25131,169148,111968,304511,155861,85941,22668,32796
1478,TARRANT CITY SCHOOL DISTRICT,2006,12224,1778,6760,3686,12378,7090,3690,1119,268
1336,LEEDS CITY SCHOOL DISTRICT,2006,10906,1191,6381,3334,10980,5898,3945,784,148
4199,TRUSSVILLE CITY SCHOOL DISTRICT,2006,34272,827,18302,15143,35033,17501,12539,2291,2188
11776,HOOVER CITY SCHOOL DISTRICT,2006,134798,4195,49570,81033,145254,61464,39988,9755,25191
4327,MOUNTAIN BROOK CITY SCHOOL DISTRICT,2006,50365,1023,16778,32564,56881,27553,13142,3331,11336
3372,HOMEWOOD CITY SCHOOL DIST,2006,40546,1687,11612,27247,47311,22370,11964,2161,9233
1221,MIDFIELD CITY SCHOOL DIST,2006,9645,1177,5928,2540,9731,5038,3478,913,200
5693,VESTAVIA HILLS CITY SCHOOL DISTRICT,2006,57614,1417,22662,33535,58426,32186,13160,3105,9509
2389,LAMAR COUNTY SCHOOL DISTRICT,2006,20463,3095,13416,3952,20115,9843,6968,2422,350
3995,FLORENCE CITY SCHOOL DISTRICT,2006,43840,5801,19552,18487,46920,24272,13898,2573,5765
8961,LAUDERDALE COUNTY SCHOOL DISTRICT,2006,68485,6031,45009,17445,69126,39630,20658,5354,3211
5560,LAWRENCE COUNTY SCHOOL DISTRICT,2006,46617,5700,29829,11088,46509,25944,14612,4212,990
9806,LEE COUNTY SCHOOL DISTRICT,2006,76960,5589,45105,26266,79477,43317,20288,5716,7899
4178,OPELIKA CITY SCHS,2006,42364,5481,21150,15733,43794,22186,12396,3704,4216
5253,AUBURN CITY SCHOOL DIST,2006,53439,3661,22893,26885,68092,27351,16257,3262,18139
2861,ATHENS CITY SCHOOL DISTRICT,2006,28246,2345,13139,12762,27239,15681,8125,1982,567
8339,LIMESTONE COUNTY SCHOOL DISTRICT,2006,67176,5033,41240,20903,67505,40014,18975,4944,2070
2161,LOWNDES COUNTY SCHOOL DISTRICT,2006,22968,6056,12403,4509,26109,11020,7483,2115,4933
3471,MACON COUNTY SCHOOL DISTRICT,2006,29803,5478,18884,5441,30173,14081,10470,2522,1883
23139,HUNTSVILLE CITY SCHOOL DISTRICT,2006,204401,20299,98684,85418,207829,117941,69401,12283,7566
18151,MADISON COUNTY SCHOOL DISTRICT,2006,143093,9592,87302,46199,162128,75829,43810,10274,27588
7875,MADISON CITY SCHOOL DISTRICT,2006,63749,3359,35104,25286,64539,33500,18262,3820,5635
2411,DEMOPOLIS CITY SCHOOL DISTRICT,2006,18052,2599,11152,4301,17235,10530,4557,1978,161
1593,MARENGO COUNTY SCHOOL DISTRICT,2006,19476,2373,8457,8646,14369,7134,4457,1335,805
560,LINDEN CITY SCHOOL DIST,2006,5599,1454,3273,872,6048,3070,2195,730,15
3737,MARION COUNTY SCHOOL DISTRICT,2006,28408,3276,19207,5925,28904,16658,8326,2549,1225
1336,WINFIELD CITY SCHOOL DISTRICT,2006,10937,1068,7064,2805,10711,5792,3026,1139,525
5554,MARSHALL COUNTY SCHOOL DISTRICT,2006,45581,6620,27325,11636,47458,23954,15446,5055,2048
2142,BOAZ CITY SCHOOL DISTRICT,2006,19516,1995,11067,6454,18712,9377,5552,1855,908
3718,ALBERTVILLE CITY SCHOOL DISTRICT,2006,28547,3667,17954,6926,29061,16163,8490,2627,1594
2521,ARAB CITY SCHOOL DISTRICT,2006,19848,1233,13058,5557,21810,11194,5747,1424,3444
1871,GUNTERSVILLE CITY SCHOOL DIST,2006,17270,1393,9183,6694,23714,8785,5222,1599,7885
